trans,items
1,rubbingalcohol|
11,ham|tropicalfruit|othervegetables|wholemilk|yogurt|curdcheese|rolls|buns|flour|margarine|hygienearticles|shoppingbags|
4,sausage|butter|hardcheese|domesticeggs
1,bottledbeer|
4,pork|tropicalfruit|wholemilk|domesticeggs
1,specialtychocolate|
7,frankfurter|tropicalfruit|rootvegetables|wholemilk|sugar|mustard|popcorn|
1,nutsnack|
1,bottledbeer|
1,misc.beverages|
5,pork|soda|fruit|vegetablejuice|bottledbeer|liquor|
3,wholemilk|frozenmeals|bottledwater|
1,chocolate|
8,rootvegetables|herbs|othervegetables|creamcheese|frozenvegetables|jam|cannedfish|coffee
1,waffles|
4,citrusfruit|rootvegetables|frozenvegetables|chewinggum
2,pork|rootvegetables
2,dishcleaner|shoppingbags
1,rolls|buns|
2,rolls|buns|soda
2,chicken|red|blushwine
3,pork|wholemilk|shoppingbags|
4,beverages|rolls|buns|soda|seasonalproducts
1,soda|
2,sausage|wholemilk
8,frankfurter|meat|buttermilk|tidbits|domesticeggs|brownbread|sugar|pickledvegetables
2,wholemilk|newspapers
1,bottledbeer|
1,chocolate|
4,meat|curd|whipped|sourcream|rollproducts
17,beef|hamburgermeat|rootvegetables|othervegetables|butter|curd|dessert|yogurt|creamcheese|frozenmeals|pastry|potatoproducts|Instantfoodproducts|soda|napkins|housekeepingproducts|newspapers|
3,pipfruit|soda|cannedbeer|
1,wholemilk|
2,bottledbeer|liquor
6,othervegetables|whipped|sourcream|rolls|buns|waffles|hygienearticles|newspapers
2,soda|chewinggum
1,UHT-milk|
5,pipfruit|whipped|sourcream|hardcheese|bottledwater|fruit|vegetablejuice|
6,citrusfruit|othervegetables|wholemilk|butter|oil|detergent
6,meat|rolls|buns|whitebread|semi-finishedbread|flour|meatspreads
2,chicken|candy
3,zwieback|bottledbeer|hygienearticles|
2,othervegetables|rolls|buns
2,sausage|chocolate
1,packagedfruit|vegetables|
1,yogurt|
3,pork|othervegetables|UHT-milk|
3,icecream|rolls|buns|chocolate|
1,beef|
1,bottledbeer|
1,soda|
17,meat|citrusfruit|tropicalfruit|rootvegetables|othervegetables|wholemilk|butter|yogurt|slicedcheese|frozenvegetables|rice|Instantfoodproducts|bakingpowder|bottledwater|syrup|femalesanitaryproducts|photo|film|
2,fish|specialtychocolate
4,tropicalfruit|wholemilk|butter|syrup
7,tropicalfruit|wholemilk|domesticeggs|rolls|buns|petcare|bottledwater|hygienearticles|
7,frozenvegetables|frozendessert|semi-finishedbread|margarine|longlifebakeryproduct|candy|detergent|
2,othervegetables|cannedbeer
14,rootvegetables|herbs|othervegetables|wholemilk|yogurt|whipped|sourcream|frozenvegetables|frozenfruits|bakingpowder|pickledvegetables|fruit|vegetablejuice|sparklingwine|longlifebakeryproduct|shoppingbags
7,fish|frozenmeals|domesticeggs|bottledbeer|liquor(appetizer)|dishes|newspapers|
2,UHT-milk|cannedfish
6,berries|oil|bottledwater|cakebar|housekeepingproducts|shoppingbags
1,condensedmilk|
3,salt|margarine|cannedbeer|
2,cannedbeer|longlifebakeryproduct
8,pipfruit|rootvegetables|frozenvegetables|frozenpotatoproducts|pastry|fruit|vegetablejuice|napkins|bags
1,sausage|
2,sausage|frozenpotatoproducts
3,frozenmeals|soda|specialtychocolate|
2,berries|brownbread
2,liquor|napkins
4,yogurt|beverages|soda|shoppingbags
1,yogurt|
13,citrusfruit|tropicalfruit|pipfruit|condensedmilk|frozenmeals|meatspreads|cannedfish|coffee|cannedbeer|saltysnack|clingfilm|bags|kitchentowels|shoppingbags|
2,brownbread|seasonalproducts
7,ham|onions|whipped|sourcream|hardcheese|bottledbeer|hygienearticles|shoppingbags|
3,domesticeggs|waffles|napkins|
7,tropicalfruit|yogurt|UHT-milk|creamcheese|processedcheese|whitebread|sugar|
2,rolls|buns|whitebread
2,pipfruit|bottledwater
5,tropicalfruit|yogurt|salt|specialtyvegetables|bottledbeer|
1,photo|film|
2,bottledbeer|prosecco
4,wholemilk|fruit|vegetablejuice|chewinggum|shoppingbags
4,chicken|tropicalfruit|domesticeggs|whitewine
1,cannedbeer|
2,onions|wholemilk
5,othervegetables|dessert|whitebread|dogfood|flowersoil|fertilizer|
7,frankfurter|tropicalfruit|othervegetables|wholemilk|butter|frozenmeals|fruit|vegetablejuice|
2,othervegetables|wholemilk
1,whitewine|
2,othervegetables|creamcheese
1,cannedbeer|
10,tropicalfruit|othervegetables|wholemilk|mayonnaise|brownbread|cannedfish|soda|misc.beverages|bottledbeer|dentalcare
3,fruit|vegetablejuice|longlifebakeryproduct|newspapers|
5,berries|rolls|buns|pastry|fruit|vegetablejuice|cannedbeer|
5,othervegetables|brownbread|pastry|bottledwater|cannedbeer|
1,othervegetables|
6,meat|yogurt|creamcheese|brownbread|meatspreads|cannedfish
4,othervegetables|wholemilk|dessert|chewinggum
2,ham|lightbulbs
2,chocolate|specialtychocolate
4,frankfurter|wholemilk|whitebread|brownbread
8,processedcheese|whitebread|sugar|catfood|soda|fruit|vegetablejuice|candy|shoppingbags
1,rolls|buns|
1,chewinggum|
2,rootvegetables|herbs
5,tropicalfruit|dessert|yogurt|soda|candy|
1,detergent|
7,tropicalfruit|pipfruit|processedcheese|rolls|buns|misc.beverages|fruit|vegetablejuice|candy|
3,sausage|yogurt|catfood|
2,soda|liquor(appetizer)
1,semi-finishedbread|
8,frankfurter|othervegetables|rolls|buns|whitebread|soda|whitewine|chocolate|detergent
3,sausage|frozenmeals|shoppingbags|
4,citrusfruit|tropicalfruit|pipfruit|chewinggum
5,wholemilk|yogurt|pastry|sweetspreads|soda|
2,misc.beverages|cannedbeer
4,tropicalfruit|wholemilk|newspapers|shoppingbags
5,beef|othervegetables|bottledbeer|red|blushwine|shoppingbags|
1,othervegetables|
11,frankfurter|tropicalfruit|pipfruit|dessert|beverages|domesticeggs|flour|margarine|Instantfoodproducts|cannedfruit|jam|
7,sausage|pipfruit|curd|soda|cannedbeer|cakebar|shoppingbags|
5,wholemilk|yogurt|spreadcheese|bottledwater|soda|
9,sausage|ham|pipfruit|onions|othervegetables|hardcheese|whitebread|bottledwater|shoppingbags|
10,frankfurter|yogurt|UHT-milk|frozenvegetables|coffee|soda|fruit|vegetablejuice|whitewine|chewinggum|shoppingbags
1,bottledbeer|
1,cereals|
1,chocolatemarshmallow|
2,othervegetables|semi-finishedbread
3,meat|othervegetables|saltysnack|
1,cocoadrinks|
6,sausage|tropicalfruit|butter|frozenmeals|pasta|fruit|vegetablejuice
2,wholemilk|brownbread
2,coffee|instantcoffee
5,tropicalfruit|wholemilk|domesticeggs|red|blushwine|housekeepingproducts|
7,sausage|UHT-milk|brownbread|oil|cannedbeer|brandy|shoppingbags|
2,rolls|buns|pastry
2,icecream|semi-finishedbread
4,liverloaf|wholemilk|rolls|buns|soda
10,frankfurter|hamburgermeat|tropicalfruit|othervegetables|wholemilk|yogurt|whipped|sourcream|rolls|buns|kitchentowels|newspapers
2,chewinggum|seasonalproducts
4,soda|saltysnack|cakebar|candy
6,butter|dessert|yogurt|rolls|buns|margarine|chewinggum
4,chicken|tropicalfruit|pipfruit|othervegetables
6,sausage|rolls|buns|bottledwater|soda|newspapers|shoppingbags
1,soda|
1,catfood|
7,pipfruit|buttermilk|UHT-milk|icecream|rolls|buns|malecosmetics|newspapers|
2,softcheese|icecream
3,wholemilk|whitebread|newspapers|
1,soda|
1,chicken|
6,othervegetables|curd|pastry|pasta|hygienearticles|flower(seeds)
2,pastry|instantcoffee
5,icecream|bottledbeer|prosecco|dishes|shoppingbags|
1,sausage|
4,citrusfruit|yogurt|whipped|sourcream|shoppingbags
1,chocolate|
1,beverages|
1,bottledwater|
3,sausage|othervegetables|dessert|
1,whipped|sourcream|
8,rootvegetables|othervegetables|wholemilk|rolls|buns|sugar|cereals|soda|soap
2,icecream|soda
13,meat|pipfruit|wholemilk|curd|yogurt|frozenmeals|pastry|potatoproducts|fruit|vegetablejuice|bottledbeer|saltysnack|longlifebakeryproduct|newspapers|
12,frankfurter|ham|tropicalfruit|pipfruit|grapes|othervegetables|wholemilk|yogurt|slicedcheese|frozenmeals|frozenfish|brownbread
9,tropicalfruit|dessert|yogurt|slicedcheese|creamcheese|rolls|buns|brownbread|cannedvegetables|fruit|vegetablejuice|
8,chicken|rootvegetables|othervegetables|wholemilk|frozenvegetables|domesticeggs|brownbread|cannedvegetables
4,rootvegetables|othervegetables|whitebread|bakingpowder
4,othervegetables|fruit|vegetablejuice|saltysnack|napkins
2,coffee|tea
1,soda|
5,chicken|pork|margarine|specialtyfat|bottledbeer|
1,icecream|
3,hamburgermeat|creamcheese|brownbread|
2,pork|rolls|buns
1,icecream|
4,othervegetables|coffee|soda|dentalcare
1,bottledbeer|
2,misc.beverages|dishes
6,beef|tropicalfruit|wholemilk|margarine|soda|candles
3,wholemilk|meatspreads|fruit|vegetablejuice|
3,chicken|yogurt|whipped|sourcream|
2,dessert|specialtychocolate
3,pastry|margarine|coffee|
3,sausage|wholemilk|yogurt|
2,onions|frozenmeals
5,tropicalfruit|othervegetables|UHT-milk|domesticeggs|pottedplants|
1,flowersoil|fertilizer|
1,icecream|
1,soda|
2,pastry|soda
14,pipfruit|rootvegetables|wholemilk|butter|curd|yogurt|UHT-milk|specialtycheese|whitebread|margarine|cereals|pickledvegetables|coffee|cakebar
6,meat|othervegetables|wholemilk|hardcheese|fruit|vegetablejuice|longlifebakeryproduct
4,wholemilk|hardcheese|rolls|buns|bottledwater
1,zwieback|
1,liquor(appetizer)|
2,pipfruit|wholemilk
1,cannedbeer|
2,Instantfoodproducts|soda
2,pork|yogurt
1,buttermilk|
1,oil|
6,meat|pork|butter|brownbread|specialtychocolate|kitchentowels
8,tropicalfruit|pipfruit|wholemilk|creamcheese|frozenvegetables|icecream|bottledwater|shoppingbags
2,soda|cannedbeer
1,soda|
3,meat|wholemilk|yogurt|
9,frankfurter|tropicalfruit|othervegetables|dessert|UHT-milk|creamcheese|brownbread|pastry|hygienearticles|
2,whipped|sourcream|frozenvegetables
9,tropicalfruit|rootvegetables|othervegetables|wholemilk|icecream|pasta|cannedvegetables|soda|saltysnack|
2,sausage|newspapers
3,tropicalfruit|whipped|sourcream|hygienearticles|
3,pork|processedcheese|cannedbeer|
2,bottledbeer|flower(seeds)
7,wholemilk|catfood|petcare|coffee|soda|misc.beverages|chocolate|
1,frozenvegetables|
7,wholemilk|processedcheese|soda|cakebar|chocolate|specialtybar|shoppingbags|
8,sausage|tropicalfruit|rootvegetables|othervegetables|hardcheese|fruit|vegetablejuice|longlifebakeryproduct|waffles
10,pork|othervegetables|wholemilk|frozenvegetables|brownbread|rollproducts|cannedvegetables|sparklingwine|chocolate|dentalcare
5,beef|wholemilk|curd|whitebread|napkins|
8,sausage|chicken|hamburgermeat|othervegetables|wholemilk|buttermilk|whipped|sourcream|whitebread
13,tropicalfruit|pipfruit|UHT-milk|creamcheese|pasta|sauces|bakingpowder|catfood|petcare|bottledwater|bottledbeer|saltysnack|shoppingbags|
8,wholemilk|yogurt|domesticeggs|rolls|buns|fruit|vegetablejuice|longlifebakeryproduct|specialtychocolate|specialtybar
3,bottledwater|waffles|chocolate|
2,beef|specialtychocolate
1,brownbread|
1,bottledbeer|
9,sausage|tropicalfruit|yogurt|frozenmeals|catfood|bottledwater|soda|bottledbeer|waffles|
9,pipfruit|othervegetables|wholemilk|butter|whipped|sourcream|slicedcheese|pastry|hygienearticles|napkins|
2,frankfurter|rolls|buns
2,UHT-milk|mustard
2,wholemilk|brownbread
2,buttermilk|brownbread
1,wholemilk|
5,herbs|wholemilk|curd|catfood|soda|
8,tropicalfruit|rootvegetables|othervegetables|wholemilk|yogurt|rice|oil|bathroomcleaner
3,chicken|rolls|buns|bottledwater|
6,curd|creamcheese|frozenfruits|margarine|cocoadrinks|soda
7,pork|beef|othervegetables|wholemilk|yogurt|margarine|fruit|vegetablejuice|
1,hamburgermeat|
5,hamburgermeat|onions|icecream|misc.beverages|shoppingbags|
11,rootvegetables|onions|dessert|mayonnaise|brownbread|salt|cannedfish|bottledwater|fruit|vegetablejuice|bottledbeer|popcorn|
8,butter|spreadcheese|icecream|rolls|buns|soda|longlifebakeryproduct|chocolate|chocolatemarshmallow
4,UHT-milk|sugar|coffee|cannedbeer
2,wholemilk|catfood
14,sausage|meat|chicken|beef|citrusfruit|rootvegetables|herbs|wholemilk|butter|domesticeggs|rollproducts|coffee|longlifebakeryproduct|waffles
2,cannedbeer|specialtybar
4,wholemilk|rolls|buns|cannedbeer|chewinggum
1,oil|
15,sausage|meat|berries|onions|othervegetables|softcheese|hardcheese|creamcheese|mayonnaise|frozenmeals|domesticeggs|rolls|buns|mustard|cannedfish|shoppingbags|
6,frankfurter|mayonnaise|margarine|mustard|ketchup|seasonalproducts
2,slicedcheese|rolls|buns
9,sausage|meat|wholemilk|curd|dessert|yogurt|brownbread|dentalcare|malecosmetics|
9,chicken|pipfruit|wholemilk|dessert|margarine|soda|cannedbeer|liquor|newspapers|
2,buttermilk|yogurt
9,pipfruit|yogurt|creamcheese|meatspreads|coffee|specialtychocolate|seasonalproducts|cookware|shoppingbags|
4,sausage|berries|slicedcheese|creamcheese
2,butter|yogurt
2,pork|othervegetables
1,catfood|
11,hamburgermeat|berries|othervegetables|UHT-milk|hardcheese|processedcheese|cannedvegetables|soda|waffles|specialtybar|newspapers|
3,tropicalfruit|wholemilk|newspapers|
6,wholemilk|yogurt|beverages|rolls|buns|bottledwater|fruit|vegetablejuice
2,softener|newspapers
3,rolls|buns|pastry|semi-finishedbread|
2,tropicalfruit|wholemilk
8,dessert|softcheese|brownbread|pastry|soda|longlifebakeryproduct|hygienearticles|shoppingbags
1,newspapers|
6,hamburgermeat|herbs|UHT-milk|domesticeggs|oil|chocolate
1,chicken|
3,othervegetables|wholemilk|specialtycheese|
1,fruit|vegetablejuice|
5,chocolate|specialtybar|candy|napkins|flower(seeds)|
2,margarine|misc.beverages
1,clingfilm|bags|
7,chicken|butter|frozenvegetables|soda|misc.beverages|chocolate|specialtychocolate|
2,salt|saltysnack
1,newspapers|
1,rootvegetables|
5,pipfruit|misc.beverages|chewinggum|specialtychocolate|shoppingbags|
5,sausage|spreadcheese|domesticeggs|soda|shoppingbags|
3,othervegetables|wholemilk|saltysnack|
13,tropicalfruit|pipfruit|rootvegetables|onions|othervegetables|wholemilk|whipped|sourcream|misc.beverages|fruit|vegetablejuice|red|blushwine|saltysnack|detergent|shoppingbags|
1,newspapers|
3,frankfurter|processedcheese|soda|
1,fruit|vegetablejuice|
6,ham|wholemilk|hardcheese|margarine|coffee|fruit|vegetablejuice
14,sausage|pork|beef|tropicalfruit|othervegetables|wholemilk|buttermilk|whipped|sourcream|rollproducts|bottledwater|detergent|hygienearticles|napkins|housekeepingproducts
3,frankfurter|beef|wholemilk|
4,fish|UHT-milk|creamcheese|icecream
2,chewinggum|specialtybar
5,citrusfruit|rolls|buns|soda|chewinggum|shoppingbags|
1,cannedbeer|
1,cannedbeer|
1,cannedbeer|
3,UHT-milk|soda|detergent|
9,citrusfruit|pipfruit|othervegetables|wholemilk|curd|frozenfish|domesticeggs|jam|dishes|
4,wholemilk|bottledbeer|liquor(appetizer)|hygienearticles
1,citrusfruit|
1,cannedbeer|
1,dessert|
7,ham|wholemilk|dessert|rolls|buns|misc.beverages|waffles|skincare|
3,meat|rolls|buns|misc.beverages|
3,pipfruit|rolls|buns|snackproducts|
5,UHT-milk|domesticeggs|rolls|buns|fruit|vegetablejuice|newspapers|
1,cannedbeer|
4,othervegetables|wholemilk|buttermilk|margarine
4,wholemilk|buttermilk|creamcheese|coffee
8,sausage|pipfruit|rootvegetables|wholemilk|spreadcheese|rolls|buns|margarine|bottledwater
1,cannedbeer|
2,yogurt|rolls|buns
17,rootvegetables|UHT-milk|domesticeggs|pasta|margarine|soups|catfood|coffee|bottledwater|soda|misc.beverages|sparklingwine|specialtychocolate|specialtybar|seasonalproducts|femalesanitaryproducts|newspapers|
1,bottledbeer|
2,cannedbeer|shoppingbags
8,pork|tropicalfruit|pipfruit|othervegetables|whipped|sourcream|chocolate|chocolatemarshmallow|shoppingbags
1,cannedbeer|
2,pipfruit|soda
6,meat|pork|softcheese|oil|margarine|seasonalproducts
4,pork|pipfruit|frozenvegetables|brownbread
7,othervegetables|wholemilk|mayonnaise|frozenpotatoproducts|pastry|margarine|bakingpowder|
2,wholemilk|domesticeggs
2,sausage|bottledwater
1,misc.beverages|
2,bottledwater|newspapers
9,beef|pipfruit|wholemilk|butter|curd|yogurt|condensedmilk|whitebread|detergent|
4,tropicalfruit|bottledwater|whitewine|newspapers
5,rolls|buns|brownbread|soda|misc.beverages|bottledbeer|
1,cannedbeer|
6,sausage|othervegetables|yogurt|rolls|buns|soda|cannedbeer
6,slicedcheese|domesticeggs|rolls|buns|bottledwater|soda|pottedplants
7,pork|othervegetables|wholemilk|creamcheese|frozenfish|rolls|buns|pastry|
1,soda|
1,rolls|buns|
2,soda|bottledbeer
1,chocolate|
4,ham|turkey|frozenvegetables|pastry
6,othervegetables|wholemilk|margarine|jam|saltysnack|shoppingbags
1,cannedbeer|
1,cannedbeer|
1,cannedbeer|
12,tropicalfruit|pipfruit|rootvegetables|othervegetables|wholemilk|curd|yogurt|tea|bottledwater|saltysnack|kitchentowels|newspapers
7,tropicalfruit|wholemilk|beverages|soda|saltysnack|specialtybar|newspapers|
2,cannedbeer|waffles
2,cannedbeer|specialtybar
2,bottledwater|soda
14,frankfurter|hamburgermeat|grapes|othervegetables|wholemilk|buttermilk|whipped|sourcream|mayonnaise|whitebread|rollproducts|sauces|saltysnack|waffles|chocolate
10,tropicalfruit|rootvegetables|onions|othervegetables|curd|whipped|sourcream|spreadcheese|whitebread|bottledwater|soda
10,liverloaf|othervegetables|butter|yogurt|whipped|sourcream|creamcheese|margarine|bakingpowder|longlifebakeryproduct|bathroomcleaner
1,shoppingbags|
5,tropicalfruit|othervegetables|creamcheese|bakingpowder|longlifebakeryproduct|
7,frankfurter|sausage|organicsausage|whitebread|brownbread|waffles|chocolate|
4,citrusfruit|curd|yogurt|newspapers
4,wholemilk|curd|oil|margarine
7,tropicalfruit|berries|rootvegetables|butter|UHT-milk|bottledwater|soda|
6,beef|rootvegetables|soda|fruit|vegetablejuice|detergent|newspapers
2,fruit|vegetablejuice|pottedplants
6,frankfurter|sausage|tropicalfruit|rootvegetables|wholemilk|pastry
6,beef|citrusfruit|rootvegetables|wholemilk|bottledwater|newspapers
5,beef|wholemilk|pastry|flour|pickledvegetables|
1,cannedbeer|
1,cannedbeer|
1,rolls|buns|
2,othervegetables|creamcheese
9,sausage|wholemilk|spreadcheese|mayonnaise|rolls|buns|pastry|pickledvegetables|bottledwater|shoppingbags|
1,rolls|buns|
7,yogurt|frozendessert|rolls|buns|pastry|soda|fruit|vegetablejuice|napkins|
5,pork|wholemilk|pastry|sugar|newspapers|
10,tropicalfruit|rootvegetables|wholemilk|yogurt|whipped|sourcream|rolls|buns|margarine|sugar|Instantfoodproducts|bottledwater
8,rolls|buns|margarine|bottledwater|rum|red|blushwine|longlifebakeryproduct|waffles|chocolate
4,hamburgermeat|wholemilk|misc.beverages|red|blushwine
2,pipfruit|pastry
4,wholemilk|bottledwater|bottledbeer|newspapers
1,pastry|
3,wholemilk|sugar|catfood|
6,sausage|rootvegetables|wholemilk|whipped|sourcream|rolls|buns|mustard
1,cannedbeer|
2,beef|rolls|buns
1,cannedbeer|
8,frankfurter|beef|othervegetables|creamcheese|domesticeggs|bakingpowder|saltysnack|shoppingbags
3,pastry|coffee|chewinggum|
6,sausage|pork|hardcheese|rolls|buns|pickledvegetables|dishcleaner
2,tropicalfruit|bottledwater
1,wholemilk|
3,sausage|pork|whitewine|
4,rootvegetables|othervegetables|creamcheese|chocolate
1,frozenmeals|
5,othervegetables|bottledwater|cannedbeer|chewinggum|newspapers|
8,chicken|hamburgermeat|herbs|dessert|beverages|oil|soda|dishcleaner
2,bottledwater|cannedbeer
2,wholemilk|yogurt
3,wholemilk|rolls|buns|bottledwater|
4,frankfurter|pork|brownbread|potatoproducts
11,beef|hamburgermeat|pipfruit|berries|othervegetables|rolls|buns|semi-finishedbread|bakingpowder|whitewine|napkins|clingfilm|bags|
5,sausage|berries|rolls|buns|chewinggum|shoppingbags|
16,sausage|ham|tropicalfruit|wholemilk|butter|processedcheese|rolls|buns|potatoproducts|rice|margarine|cereals|catfood|fruit|vegetablejuice|bottledbeer|chocolate|napkins
1,candy|
11,sausage|othervegetables|dessert|yogurt|UHT-milk|creamcheese|frozenvegetables|rolls|buns|brownbread|pastry|specialtybar|
